date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
03-2004,,,"Davenport-Moline-Rock Island, IA-IL",89,82,2,0,5,1,
03-2004,,,"Dayton, OH",332,253,16,43,20,3,
03-2004,,,"Decatur, AL",34,34,0,0,0,0,
03-2004,,,"Decatur, IL",20,18,2,0,0,0,
03-2004,,,"Deltona-Daytona Beach-Ormond Beach, FL",788,428,16,0,344,14,
03-2004,,,"Denver-Aurora, CO",1778,1549,50,39,140,19,
03-2004,,,"Des Moines, IA",488,451,2,0,35,4,
03-2004,,,"Detroit-Warren-Livonia, MI",1876,1515,22,22,317,39,
03-2004,,,"Dothan, AL",256,40,0,0,216,6,
03-2004,,,"Dover, DE",176,176,0,0,0,0,
03-2004,,,"Dubuque, IA",56,56,0,0,0,0,
03-2004,,,"Duluth, MN-WI",57,55,2,0,0,0,
03-2004,,,"Durham, NC",362,352,0,0,10,1,
03-2004,,,"Eau Claire, WI",67,57,10,0,0,0,
03-2004,,,"El Centro, CA",180,101,0,0,79,10,
03-2004,,,"El Paso, TX",425,404,4,12,5,1,
03-2004,,,"Elizabethtown, KY",111,111,0,0,0,0,
03-2004,,,"Elkhart-Goshen, IN",88,80,0,3,5,1,
03-2004,,,"Elmira, NY",4,4,0,0,0,0,
03-2004,,,"Erie, PA",89,68,0,15,6,1,
03-2004,,,"Eugene-Springfield, OR",158,131,8,19,0,0,
03-2004,,,"Evansville, IN-KY",215,125,0,0,90,12,
03-2004,,,"Fairbanks, AK",22,20,2,0,0,0,
03-2004,,,"Fargo, ND-MN",153,131,0,0,22,2,
03-2004,,,"Farmington, NM",31,31,0,0,0,0,
03-2004,,,"Fayetteville, NC",361,212,0,0,149,14,
03-2004,,,"Fayetteville-Springdale-Rogers, AR-MO",658,397,8,12,241,27,
03-2004,,,"Flagstaff, AZ",80,77,0,3,0,0,
03-2004,,,"Flint, MI",180,151,2,3,24,1,
03-2004,,,"Florence, SC",81,79,2,0,0,0,
03-2004,,,"Fond du Lac, WI",22,22,0,0,0,0,
03-2004,,,"Fort Collins-Loveland, CO",345,296,10,8,31,5,
03-2004,,,"Fort Smith, AR-OK",78,54,20,4,0,0,
03-2004,,,"Fort Walton Beach-Crestview-Destin, FL",322,151,0,0,171,10,
03-2004,,,"Fort Wayne, IN",208,208,0,0,0,0,
03-2004,,,"Fresno, CA",481,431,4,7,39,5,
03-2004,,,"Gadsden, AL",13,13,0,0,0,0,
03-2004,,,"Gainesville, FL",206,129,0,0,77,4,
03-2004,,,"Gainesville, GA",262,262,0,0,0,0,
03-2004,,,"Glens Falls, NY",63,49,0,4,10,1,
03-2004,,,"Goldsboro, NC",52,52,0,0,0,0,
03-2004,,,"Grand Forks, ND-MN",46,6,0,0,40,2,
03-2004,,,"Grand Junction, CO",166,153,2,6,5,1,
03-2004,,,"Grand Rapids-Wyoming, MI",410,374,4,0,32,2,
03-2004,,,"Great Falls, MT",4,4,0,0,0,0,
03-2004,,,"Greeley, CO",477,414,10,18,35,4,
03-2004,,,"Green Bay, WI",189,149,6,3,31,2,
03-2004,,,"Greensboro-High Point, NC",577,439,2,11,125,16,
03-2004,,,"Greenville, NC",191,102,2,0,87,8,
03-2004,,,"Greenville, SC",523,454,2,4,63,8,
03-2004,,,"Gulfport-Biloxi, MS",144,118,10,0,16,1,
03-2004,,,"Hagerstown-Martinsburg, MD-WV",433,298,6,4,125,11,
03-2004,,,"Hanford-Corcoran, CA",75,75,0,0,0,0,
03-2004,,,"Harrisburg-Carlisle, PA",181,176,2,3,0,0,
03-2004,,,"Harrisonburg, VA",71,69,2,0,0,0,
03-2004,,,"Hartford-West Hartford-East Hartford, CT",343,297,0,3,43,4,
03-2004,,,"Hattiesburg, MS",35,7,0,28,0,0,
03-2004,,,"Hickory-Lenoir-Morganton, NC",166,166,0,0,0,0,
03-2004,,,"Hinesville-Fort Stewart, GA",28,28,0,0,0,0,
03-2004,,,"Holland-Grand Haven, MI",239,160,12,0,67,4,
03-2004,,,"Honolulu, HI",479,222,0,0,257,24,
03-2004,,,"Hot Springs, AR",14,14,0,0,0,0,
03-2004,,,"Houma-Bayou Cane-Thibodaux, LA",120,118,2,0,0,0,
03-2004,,,"Houston-Baytown-Sugar Land, TX",5057,4363,22,4,668,50,
03-2004,,,"Huntington-Ashland, WV-KY-OH",17,15,2,0,0,0,
03-2004,,,"Huntsville, AL",155,132,0,0,23,2,
03-2004,,,"Idaho Falls, ID",149,117,4,28,0,0,
03-2004,,,"Indianapolis, IN",1451,1169,30,43,209,14,
03-2004,,,"Iowa City, IA",198,167,0,0,31,3,
03-2004,,,"Ithaca, NY",14,12,2,0,0,0,
03-2004,,,"Jackson, MI",9,9,0,0,0,0,
03-2004,,,"Jackson, MS",360,335,0,0,25,3,
03-2004,,,"Jackson, TN",58,58,0,0,0,0,
03-2004,,,"Jacksonville, FL",1516,1430,8,0,78,5,
03-2004,,,"Jacksonville, NC",276,116,0,0,160,10,
03-2004,,,"Janesville, WI",109,52,6,10,41,3,
03-2004,,,"Jefferson City, MO",30,25,2,3,0,0,
03-2004,,,"Johnson City, TN",119,99,0,3,17,3,
03-2004,,,"Johnstown, PA",13,13,0,0,0,0,
03-2004,,,"Jonesboro, AR",89,63,0,0,26,4,
03-2004,,,"Joplin, MO",24,24,0,0,0,0,
03-2004,,,"Kalamazoo-Portage, MI",105,94,0,11,0,0,
03-2004,,,"Kankakee-Bradley, IL",93,67,2,12,12,2,
03-2004,,,"Kansas City, MO-KS",1351,1233,26,55,37,5,
03-2004,,,"Kennewick-Richland-Pasco, WA",269,242,4,4,19,2,
03-2004,,,"Killeen-Temple-Fort Hood, TX",230,194,16,20,0,0,
03-2004,,,"Kingsport-Bristol-Bristol, TN-VA",127,95,0,0,32,5,
03-2004,,,"Kingston, NY",33,33,0,0,0,0,
03-2004,,,"Knoxville, TN",417,410,0,0,7,1,
03-2004,,,"Kokomo, IN",37,35,2,0,0,0,
03-2004,,,"La Crosse, WI-MN",51,47,4,0,0,0,
03-2004,,,"Lafayette, IN",80,56,0,0,24,1,
03-2004,,,"Lafayette, LA",167,135,0,0,32,2,
03-2004,,,"Lake Charles, LA",144,137,2,0,5,1,
03-2004,,,"Lakeland, FL",521,515,2,4,0,0,
03-2004,,,"Lancaster, PA",169,164,0,0,5,1,
03-2004,,,"Lansing-East Lansing, MI",137,132,0,0,5,1,
03-2004,,,"Laredo, TX",207,173,2,11,21,2,
03-2004,,,"Las Cruces, NM",154,105,0,0,49,6,
03-2004,,,"Las Vegas-Paradise, NV",3083,2739,0,260,84,15,
03-2004,,,"Lawrence, KS",67,55,12,0,0,0,
03-2004,,,"Lawton, OK",16,16,0,0,0,0,
03-2004,,,"Lebanon, PA",59,59,0,0,0,0,
03-2004,,,"Lewiston, ID-WA",7,5,2,0,0,0,
03-2004,,,"Lewiston-Auburn, ME",41,41,0,0,0,0,
03-2004,,,"Lexington-Fayette, KY",462,434,4,0,24,1,
03-2004,,,"Lima, OH",22,20,2,0,0,0,
03-2004,,,"Lincoln, NE",179,150,10,0,19,2,
03-2004,,,"Little Rock-North Little Rock, AR",352,345,4,3,0,0,
03-2004,,,"Logan, UT-ID",81,74,0,7,0,0,
03-2004,,,"Longview, TX",24,24,0,0,0,0,
03-2004,,,"Longview, WA",24,24,0,0,0,0,
03-2004,,,"Los Angeles-Long Beach-Santa Ana, CA",2869,1731,40,52,1046,90,
03-2004,,,"Louisville, KY-IN",894,783,14,28,69,8,
03-2004,,,"Lubbock, TX",438,140,8,8,282,14,
03-2004,,,"Lynchburg, VA",135,114,2,0,19,2,
03-2004,,,"Macon, GA",70,64,6,0,0,0,
03-2004,,,"Madera, CA",118,88,10,20,0,0,
03-2004,,,"Madison, WI",381,274,22,29,56,6,
03-2004,,,"Manchester-Nashua, NH",146,135,4,0,7,1,
03-2004,,,"Mansfield, OH",42,32,2,8,0,0,
03-2004,,,"McAllen-Edinburg-Pharr, TX",1041,700,12,272,57,8,
03-2004,,,"Medford, OR",189,189,0,0,0,0,
03-2004,,,"Memphis, TN-MS-AR",1019,870,0,13,136,4,
03-2004,,,"Merced, CA",180,180,0,0,0,0,
03-2004,,,"Miami-Fort Lauderdale-Miami Beach, FL",3775,2043,52,39,1641,72,
03-2004,,,"Michigan City-La Porte, IN",37,34,0,3,0,0,
03-2004,,,"Midland, TX",25,25,0,0,0,0,
03-2004,,,"Milwaukee-Waukesha-West Allis, WI",467,352,20,3,92,7,
03-2004,,,"Minneapolis-St. Paul-Bloomington, MN-WI",2069,1528,32,44,465,28,
03-2004,,,"Missoula, MT",29,27,2,0,0,0,
03-2004,,,"Mobile, AL",192,182,0,0,10,2,
03-2004,,,"Modesto, CA",414,404,10,0,0,0,
03-2004,,,"Monroe, LA",25,21,0,4,0,0,
03-2004,,,"Monroe, MI",87,82,0,0,5,1,
03-2004,,,"Montgomery, AL",282,180,102,0,0,0,
03-2004,,,"Morgantown, WV",1,1,0,0,0,0,
03-2004,,,"Morristown, TN",60,60,0,0,0,0,
03-2004,,,"Mount Vernon-Anacortes, WA",96,92,4,0,0,0,
03-2004,,,"Muncie, IN",23,23,0,0,0,0,
03-2004,,,"Muskegon-Norton Shores, MI",75,62,2,0,11,1,
03-2004,,,"Myrtle Beach-Conway-North Myrtle Beach, SC",570,405,2,4,159,9,
03-2004,,,"Napa, CA",38,38,0,0,0,0,
03-2004,,,"Naples-Marco Island, FL",588,296,12,60,220,21,
03-2004,,,"Nashville-Davidson--Murfreesboro, TN",2252,1316,18,24,894,59,
03-2004,,,"New Haven-Milford, CT",150,108,2,0,40,5,
03-2004,,,"New Orleans-Metairie-Kenner, LA",625,544,36,23,22,2,
03-2004,,,"New York-Northern New Jersey-Long Island, NY-NJ-PA",4136,1740,510,394,1492,63,
03-2004,,,"Niles-Benton Harbor, MI",7,7,0,0,0,0,
03-2004,,,"Norwich-New London, CT",103,94,0,4,5,1,
03-2004,,,"Ocala, FL",463,435,16,12,0,0,
03-2004,,,"Ocean City, NJ",162,69,40,0,53,7,
03-2004,,,"Odessa, TX",22,22,0,0,0,0,
03-2004,,,"Ogden-Clearfield, UT",449,378,0,53,18,1,
03-2004,,,"Oklahoma City, OK",1154,753,10,95,296,21,
03-2004,,,"Olympia, WA",233,223,10,0,0,0,
03-2004,,,"Omaha-Council Bluffs, NE-IA",536,514,2,4,16,2,
03-2004,,,"Orlando, FL",2814,2275,20,12,507,29,
03-2004,,,"Oshkosh-Neenah, WI",92,70,6,3,13,2,
03-2004,,,"Owensboro, KY",41,41,0,0,0,0,
03-2004,,,"Oxnard-Thousand Oaks-Ventura, CA",256,115,2,3,136,12,
03-2004,,,"Palm Bay-Melbourne-Titusville, FL",586,547,0,7,32,3,
03-2004,,,"Panama City-Lynn Haven, FL",136,129,4,3,0,0,
03-2004,,,"Parkersburg-Marietta, WV-OH",18,18,0,0,0,0,
03-2004,,,"Pascagoula, MS",103,103,0,0,0,0,
03-2004,,,"Pensacola-Ferry Pass-Brent, FL",444,388,6,0,50,3,
03-2004,,,"Peoria, IL",126,104,22,0,0,0,
03-2004,,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2460,1457,6,20,977,18,
03-2004,,,"Phoenix-Mesa-Scottsdale, AZ",5818,5490,18,156,154,23,
03-2004,,,"Pine Bluff, AR",3,3,0,0,0,0,
03-2004,,,"Pittsburgh, PA",697,561,8,26,102,16,
03-2004,,,"Pittsfield, MA",8,8,0,0,0,0,
03-2004,,,"Pocatello, ID",27,27,0,0,0,0,
03-2004,,,"Port St. Lucie-Fort Pierce, FL",711,631,0,8,72,7,
03-2004,,,"Portland-South Portland-Biddeford, ME",296,264,2,14,16,3,
03-2004,,,"Portland-Vancouver-Beaverton, OR-WA",1139,989,20,48,82,10,
03-2004,,,"Poughkeepsie-Newburgh-Middletown, NY",238,197,0,27,14,2,
03-2004,,,"Prescott, AZ",283,270,6,7,0,0,
03-2004,,,"Providence-New Bedford-Fall River, RI-MA",331,309,14,0,8,1,
03-2004,,,"Provo-Orem, UT",411,297,2,33,79,6,
03-2004,,,"Pueblo, CO",188,100,8,0,80,10,
03-2004,,,"Punta Gorda, FL",211,191,2,6,12,1,
03-2004,,,"Racine, WI",76,74,2,0,0,0,
03-2004,,,"Raleigh-Cary, NC",1754,1238,24,4,488,23,
03-2004,,,"Rapid City, SD",80,80,0,0,0,0,
03-2004,,,"Reading, PA",126,102,0,0,24,2,
03-2004,,,"Redding, CA",96,96,0,0,0,0,
03-2004,,,"Reno-Sparks, NV",438,339,0,8,91,8,
03-2004,,,"Richmond, VA",873,781,4,30,58,6,
03-2004,,,"Riverside-San Bernardino-Ontario, CA",5069,4116,2,128,823,69,
03-2004,,,"Roanoke, VA",174,168,6,0,0,0,
03-2004,,,"Rochester, MN",144,128,0,3,13,2,
03-2004,,,"Rochester, NY",222,180,2,7,33,3,
03-2004,,,"Rockford, IL",198,184,10,4,0,0,
03-2004,,,"Rocky Mount, NC",78,58,12,8,0,0,
03-2004,,,"Rome, GA",66,58,8,0,0,0,
03-2004,,,"Sacramento--Arden-Arcade--Roseville, CA",2417,1965,18,23,411,34,
03-2004,,,"Saginaw-Saginaw Township North, MI",24,24,0,0,0,0,
03-2004,,,"Salem, OR",121,108,10,3,0,0,
03-2004,,,"Salinas, CA",122,86,0,16,20,4,
03-2004,,,"Salisbury, MD",57,57,0,0,0,0,
03-2004,,,"Salt Lake City, UT",711,602,14,15,80,12,
03-2004,,,"San Angelo, TX",34,34,0,0,0,0,
03-2004,,,"San Antonio, TX",1323,1211,48,0,64,3,
03-2004,,,"San Diego-Carlsbad-San Marcos, CA",1153,732,2,27,392,37,
03-2004,,,"San Francisco-Oakland-Fremont, CA",1202,908,10,35,249,14,
03-2004,,,"San Jose-Sunnyvale-Santa Clara, CA",554,237,18,12,287,11,
03-2004,,,"San Luis Obispo-Paso Robles, CA",172,163,6,3,0,0,
03-2004,,,"Sandusky, OH",22,22,0,0,0,0,
03-2004,,,"Santa Barbara-Santa Maria-Goleta, CA",32,28,4,0,0,0,
03-2004,,,"Santa Cruz-Watsonville, CA",47,47,0,0,0,0,
03-2004,,,"Santa Fe, NM",31,31,0,0,0,0,
03-2004,,,"Santa Rosa-Petaluma, CA",160,139,8,3,10,1,
03-2004,,,"Sarasota-Bradenton-Venice, FL",1161,869,0,8,284,19,
03-2004,,,"Savannah, GA",287,245,2,0,40,3,
03-2004,,,"Scranton--Wilkes-Barre, PA",112,82,0,21,9,1,
03-2004,,,"Seattle-Tacoma-Bellevue, WA",1829,1372,104,77,276,25,
03-2004,,,"Sheboygan, WI",76,28,0,32,16,1,
03-2004,,,"Sherman-Denison, TX",28,28,0,0,0,0,
03-2004,,,"Shreveport-Bossier City, LA",219,219,0,0,0,0,
03-2004,,,"Sioux City, IA-NE-SD",52,28,0,0,24,3,
03-2004,,,"Sioux Falls, SD",247,201,2,12,32,4,
03-2004,,,"South Bend-Mishawaka, IN-MI",154,90,0,0,64,5,
03-2004,,,"Spartanburg, SC",225,221,4,0,0,0,
03-2004,,,"Spokane, WA",434,217,8,3,206,10,
03-2004,,,"Springfield, IL",74,56,12,0,6,1,
03-2004,,,"Springfield, MA",94,79,12,3,0,0,
03-2004,,,"Springfield, MO",289,243,14,0,32,3,
03-2004,,,"Springfield, OH",28,28,0,0,0,0,
03-2004,,,"St. Cloud, MN",108,92,0,3,13,2,
03-2004,,,"St. George, UT",369,295,34,4,36,3,
03-2004,,,"St. Joseph, MO-KS",28,12,2,0,14,1,
03-2004,,,"St. Louis, MO-IL",1828,1368,58,17,385,20,
03-2004,,,"State College, PA",54,48,2,4,0,0,
03-2004,,,"Stockton, CA",763,714,0,7,42,5,
03-2004,,,"Sumter, SC",46,40,6,0,0,0,
03-2004,,,"Syracuse, NY",105,93,4,0,8,1,
03-2004,,,"Tallahassee, FL",337,170,4,3,160,13,
03-2004,,,"Tampa-St. Petersburg-Clearwater, FL",2306,2029,20,26,231,18,
03-2004,,,"Terre Haute, IN",31,29,2,0,0,0,
03-2004,,,"Texarkana, TX-Texarkana, AR",25,25,0,0,0,0,
03-2004,,,"Toledo, OH",283,237,4,0,42,2,
03-2004,,,"Topeka, KS",98,98,0,0,0,0,
03-2004,,,"Trenton-Ewing, NJ",126,94,8,0,24,2,
03-2004,,,"Tucson, AZ",883,834,8,0,41,6,
03-2004,,,"Tulsa, OK",435,416,2,6,11,1,
03-2004,,,"Tuscaloosa, AL",182,182,0,0,0,0,
03-2004,,,"Tyler, TX",51,41,0,0,10,2,
03-2004,,,"Utica-Rome, NY",12,12,0,0,0,0,
03-2004,,,"Valdosta, GA",112,104,8,0,0,0,
03-2004,,,"Vallejo-Fairfield, CA",329,291,32,0,6,1,
03-2004,,,"Vero Beach, FL",267,170,6,67,24,2,
03-2004,,,"Victoria, TX",12,12,0,0,0,0,
03-2004,,,"Vineland-Millville-Bridgeton, NJ",18,18,0,0,0,0,
03-2004,,,"Virginia Beach-Norfolk-Newport News, VA-NC",1156,923,16,42,175,16,
03-2004,,,"Visalia-Porterville, CA",195,165,10,20,0,0,
03-2004,,,"Waco, TX",115,105,10,0,0,0,
03-2004,,,"Warner Robins, GA",230,206,0,8,16,2,
03-2004,,,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2966,2611,0,0,355,14,
03-2004,,,"Waterloo-Cedar Falls, IA",49,47,2,0,0,0,
03-2004,,,"Wausau, WI",77,55,6,0,16,1,
03-2004,,,"Weirton-Steubenville, WV-OH",10,10,0,0,0,0,
03-2004,,,"Wenatchee, WA",62,58,0,4,0,0,
03-2004,,,"Wheeling, WV-OH",2,2,0,0,0,0,
03-2004,,,"Wichita Falls, TX",28,28,0,0,0,0,
03-2004,,,"Wichita, KS",277,267,10,0,0,0,
03-2004,,,"Williamsport, PA",19,19,0,0,0,0,
03-2004,,,"Wilmington, NC",665,593,14,4,54,4,
03-2004,,,"Winchester, VA-WV",144,128,0,0,16,2,
03-2004,,,"Winston-Salem, NC",388,310,0,6,72,3,
03-2004,,,"Worcester, MA",294,278,4,7,5,1,
03-2004,,,"Yakima, WA",69,49,12,8,0,0,
03-2004,,,"York-Hanover, PA",209,193,10,0,6,1,
03-2004,,,"Youngstown-Warren-Boardman, OH-PA",111,97,10,4,0,0,
03-2004,,,"Yuba City-Marysville, CA",190,190,0,0,0,0,
03-2004,,,"Yuma, AZ",256,256,0,0,0,0,
